ConditionName,ConditionSNOMED,PathogenName,PathogenTaxonID,Fatalities,CountryName,CountryISO,Admin1Name,Admin1ISO,Admin2Name,CityName,PeriodStartDate,PeriodEndDate,PartOfCumulativeCountSeries,AgeRange,Subpopulation,PlaceOfAcquisition,DiagnosisCertainty,SourceName,CountValue
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/11/1998,30/11/1998,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,105
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/12/1998,31/12/1998,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,75
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/1/1999,31/1/1999,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,80
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/2/1999,28/2/1999,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,51
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/3/1999,31/3/1999,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,61
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/4/1999,30/4/1999,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,34
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/5/1999,31/5/1999,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,26
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/6/1999,30/6/1999,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,40
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/7/1999,31/7/1999,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,21
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/8/1999,31/8/1999,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,26
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/9/1999,30/9/1999,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,21
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/10/1999,31/10/1999,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,19
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/11/1999,30/11/1999,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,17
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/12/1999,31/12/1999,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,31
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/1/2000,31/1/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,64
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/2/2000,29/2/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,64
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/3/2000,31/3/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,64
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/4/2000,30/4/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,64
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/5/2000,31/5/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,64
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/6/2000,30/6/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,64
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/7/2000,31/7/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,64
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/8/2000,31/8/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,64
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/9/2000,30/9/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,64
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/10/2000,31/10/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,64
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/11/2000,30/11/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,64
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/12/2000,31/12/2000,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,64
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/1/2001,31/1/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,190
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/2/2001,28/2/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,215
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/3/2001,31/3/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,86
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/4/2001,30/4/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,68
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/5/2001,31/5/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,108
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/6/2001,30/6/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,50
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/7/2001,31/7/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,46
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/8/2001,31/8/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,48
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/9/2001,30/9/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,33
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/10/2001,31/10/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,41
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/11/2001,30/11/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,53
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/12/2001,31/12/2001,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,55
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/1/2002,31/1/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,54
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/2/2002,28/2/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,47
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/3/2002,31/3/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,48
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/4/2002,30/4/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,39
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/5/2002,31/5/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,83
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/6/2002,30/6/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,123
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/7/2002,31/7/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,239
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/8/2002,31/8/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,156
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/9/2002,30/9/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,119
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/10/2002,31/10/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,153
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/11/2002,30/11/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,184
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/12/2002,31/12/2002,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,329
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/1/2003,31/1/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,609
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/2/2003,28/2/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,183
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/3/2003,31/3/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,80
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/4/2003,30/4/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,71
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/5/2003,31/5/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,89
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/6/2003,30/6/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,86
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/7/2003,31/7/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,84
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/8/2003,31/8/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,93
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/9/2003,30/9/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,149
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/10/2003,31/10/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,239
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/11/2003,30/11/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,182
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/12/2003,31/12/2003,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,167
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/1/2004,31/1/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,178
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/2/2004,29/2/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,74
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/3/2004,31/3/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,58
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/4/2004,30/4/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,51
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/5/2004,31/5/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,98
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/6/2004,30/6/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,231
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/7/2004,31/7/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,164
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/8/2004,31/8/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,162
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/9/2004,30/9/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,258
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/10/2004,31/10/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,120
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/11/2004,30/11/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,93
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/12/2004,31/12/2004,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,97
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/1/2005,31/1/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,124
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/2/2005,28/2/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,93
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/3/2005,31/3/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,72
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/4/2005,30/4/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,62
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/5/2005,31/5/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,81
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/6/2005,30/6/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,142
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/7/2005,31/7/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,88
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/8/2005,31/8/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,182
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/9/2005,30/9/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,174
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/10/2005,31/10/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,148
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/11/2005,30/11/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,102
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/12/2005,31/12/2005,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,111
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/1/2006,31/1/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,76
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/2/2006,28/2/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,87
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/3/2006,31/3/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,136
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/4/2006,30/4/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,77
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/5/2006,31/5/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,130
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/6/2006,30/6/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,132
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/7/2006,31/7/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,129
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/8/2006,31/8/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,100
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/9/2006,30/9/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,65
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/10/2006,31/10/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,57
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/11/2006,30/11/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,107
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/12/2006,31/12/2006,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,105
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/1/2007,31/1/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,148
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/2/2007,28/2/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,59
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/3/2007,31/3/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,72
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/4/2007,30/4/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,76
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/5/2007,31/5/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,183
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/6/2007,30/6/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,136
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/7/2007,31/7/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,129
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/8/2007,31/8/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,137
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/9/2007,30/9/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,76
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/10/2007,31/10/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,79
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/11/2007,30/11/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,87
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/12/2007,31/12/2007,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,93
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/1/2008,31/1/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,114
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/2/2008,29/2/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,87
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/3/2008,31/3/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,88
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/4/2008,30/4/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,120
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/5/2008,31/5/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,97
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/6/2008,30/6/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,115
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/7/2008,31/7/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,174
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/8/2008,31/8/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,136
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/9/2008,30/9/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,109
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/10/2008,31/10/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,117
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/11/2008,30/11/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,105
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/12/2008,31/12/2008,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,143
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/1/2009,31/1/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,118
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/2/2009,28/2/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,69
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/3/2009,31/3/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,63
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/4/2009,30/4/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,106
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/5/2009,31/5/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,71
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/6/2009,30/6/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,103
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/7/2009,31/7/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,66
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/8/2009,31/8/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,55
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/9/2009,30/9/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,71
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/10/2009,31/10/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,74
Dengue,38362002,Dengue virus,12637,0,MALAYSIA,MY,NEGERI SEMBILAN,MY-05,NA,NA,1/11/2009,30/11/2009,0,0-130,None specified,NA,NA,Malaysia Dengue Surveillance System,101
